time_ms,speed_rpm
1666,445.71
1676,497.14
1686,497.14
1696,514.29
1707,497.14
1717,497.14
1727,497.14
1737,514.29
1747,497.14
1757,445.71
1767,497.14
1777,514.29
1787,497.14
1797,445.71
1807,514.29
1817,497.14
1827,497.14
1837,445.71
1847,514.29
1857,497.14
1867,497.14
1878,497.14
1888,514.29
1898,497.14
1908,497.14
1918,497.14
1928,462.86
1938,497.14
1948,497.14
1958,497.14
1968,462.86
1978,497.14
1988,497.14
1998,497.14
2008,462.86
2018,497.14
2028,497.14
2038,497.14
2048,462.86
2058,497.14
2068,497.14
2078,497.14
2088,514.29
2098,445.71
2108,497.14
2118,497.14
2128,514.29
2138,445.71
2148,497.14
2158,497.14
2168,497.14
2178,462.86
2188,497.14
2198,497.14
2208,497.14
2219,497.14
2229,497.14
2239,497.14
2249,514.29
2259,497.14
2269,445.71
2279,497.14
2289,497.14
2299,514.29
2309,445.71
2319,497.14
2329,497.14
2339,497.14
2349,462.86
2359,497.14
2369,497.14
2379,497.14
2390,514.29
2400,497.14
2410,497.14
2420,497.14
2430,497.14
2440,462.86
2450,497.14
2460,497.14
2470,497.14
2480,462.86
2490,497.14
2500,497.14
2510,497.14
2520,445.71
2530,514.29
2540,497.14
2550,497.14
2560,462.86
2570,497.14
2580,497.14
2590,497.14
2600,497.14
2610,462.86
2620,497.14
2630,497.14
2640,514.29
2650,445.71
2660,497.14
2670,497.14
2680,514.29
2690,445.71
2700,497.14
2710,497.14
2720,514.29
2731,497.14
2741,497.14
2751,497.14
2761,514.29
2771,497.14
2781,445.71
2791,497.14
2801,514.29
2811,497.14
2821,445.71
2831,497.14
2841,514.29
2851,497.14
2861,445.71
2871,497.14
2881,497.14
2891,514.29
2902,497.14
2912,497.14
2922,497.14
2932,514.29
2942,497.14
2952,445.71
2962,497.14
2972,497.14
2982,514.29
2992,445.71
3002,497.14
3012,514.29
3022,497.14
3032,445.71
3042,514.29
3052,497.14
3062,514.29
3072,445.71
3082,514.29
3092,497.14
3102,514.29
3112,497.14
3122,445.71
3132,514.29
3142,497.14
3152,497.14
3162,462.86
3172,497.14
3182,514.29
3192,497.14
3202,445.71
3212,514.29
3222,497.14
3232,497.14
3243,514.29
3253,497.14
3263,514.29
3273,497.14
3283,514.29
3293,445.71
3303,514.29
3313,497.14
3323,514.29
3333,445.71
3343,497.14
3353,514.29
3363,497.14
3373,462.86
3383,497.14
3393,514.29
3403,497.14
3414,514.29
3424,497.14
3434,514.29
3444,497.14
3454,497.14
3464,462.86
3474,497.14
3484,514.29
3494,497.14
3504,462.86
3514,497.14
3524,497.14
3534,514.29
3544,445.71
3554,514.29
3564,497.14
3574,514.29
3584,445.71
3594,514.29
3604,497.14
3614,514.29
3624,497.14
3634,462.86
3644,497.14
3654,514.29
3664,497.14
3674,462.86
3684,497.14
3694,514.29
3704,497.14
3714,462.86
3724,497.14
3734,514.29
3744,497.14
3755,514.29
3765,497.14
3775,497.14
3785,514.29
3795,497.14
3805,462.86
3815,497.14
3825,514.29
3835,497.14
3845,462.86
3855,497.14
3865,514.29
3875,497.14
3885,462.86
3895,497.14
3905,514.29
3915,497.14
3926,514.29
3936,497.14
3946,514.29
3956,497.14
3966,514.29
3976,445.71
3986,514.29
3996,497.14
4006,514.29
4016,445.71
4026,514.29
4036,497.14
4046,514.29
4056,445.71
4066,514.29
4076,497.14
4086,514.29
4096,445.71
4106,514.29
4116,497.14
4126,514.29
4136,497.14
4146,462.86
4156,514.29
4166,497.14
4176,514.29
4186,445.71
4196,514.29
4206,514.29
4216,497.14
4226,462.86
4236,514.29
4246,497.14
4256,514.29
4267,497.14
4277,514.29
4287,497.14
4297,514.29
4307,514.29
4317,445.71
4327,514.29
4337,497.14
4347,514.29
4357,445.71
4367,514.29
4377,497.14
4387,497.14
4397,462.86
4407,497.14
4417,514.29
4427,497.14
4438,514.29
4448,497.14
4458,497.14
4468,514.29
4478,497.14
4488,462.86
4498,497.14
4508,497.14
4518,514.29
4528,445.71
4538,514.29
4548,497.14
4558,514.29
4568,445.71
4578,497.14
4588,514.29
4598,497.14
4608,462.86
4618,497.14
4628,497.14
4638,514.29
4648,497.14
4658,445.71
4668,514.29
4678,497.14
4688,514.29
4698,445.71
4708,497.14
4718,514.29
4728,497.14
4738,462.86
4748,497.14
4758,497.14
4768,514.29
4779,497.14
4789,514.29
4799,497.14
4809,497.14
4819,514.29
4829,445.71
4839,514.29
4849,497.14
4859,514.29
4869,445.71
4879,514.29
4889,497.14
4899,514.29
4909,445.71
4919,514.29
4929,497.14
4939,514.29
4950,497.14
4960,497.14
4970,514.29
4980,497.14
4990,514.29
5000,445.71
5010,514.29
5020,497.14
5030,497.14
5040,462.86
5050,497.14
5060,514.29
5070,497.14
5080,445.71
5090,514.29
5100,497.14
5110,514.29
5120,445.71
5130,497.14
5140,514.29
5150,497.14
5160,514.29
5170,445.71
5180,497.14
5190,514.29
5200,497.14
5210,445.71
5220,514.29
5230,497.14
5240,514.29
5250,445.71
5260,497.14
5270,514.29
5280,497.14
5291,497.14
5301,514.29
5311,497.14
5321,497.14
5331,514.29
5341,445.71
5351,497.14
5361,514.29
5371,497.14
5381,445.71
5391,497.14
5401,480.00
5411,480.00
5421,428.57
5431,462.86
5441,462.86
5451,445.71
5462,445.71
5472,428.57
5482,428.57
5492,411.43
5502,411.43
5512,377.14
5522,394.29
5532,377.14
5542,377.14
5552,342.86
5562,360.00
5572,360.00
5582,360.00
5592,308.57
5602,342.86
5612,325.71
5622,325.71
5632,274.29
5642,308.57
5652,308.57
5662,291.43
5672,291.43
5682,257.14
5692,274.29
5702,274.29
5712,257.14
5722,222.86
5732,257.14
5742,240.00
5752,240.00
5762,205.71
5772,222.86
5782,205.71
5792,222.86
5803,205.71
5813,188.57
5823,205.71
5833,188.57
5843,188.57
5853,154.29
5863,171.43
5873,171.43
5883,154.29
5893,154.29
5903,137.14
5913,154.29
5923,137.14
5933,137.14
5943,120.00
5953,137.14
5963,120.00
5974,120.00
5984,102.86
5994,120.00
6004,102.86
6014,85.71
6024,85.71
6034,102.86
6044,85.71
6054,68.57
6064,68.57
6074,68.57
6084,68.57
6094,68.57
6104,51.43
6114,51.43
6124,51.43
6134,51.43
6144,34.29
6154,51.43
6164,34.29
6174,17.14
6184,34.29
6194,17.14
6204,17.14
6214,17.14
6224,17.14
6234,0.00
6244,0.00
6254,0.00
6264,0.00
6274,0.00
6284,0.00
6294,0.00
6304,0.00
6315,0.00
6325,0.00
6335,0.00
6345,0.00
6355,0.00
6365,0.00
6375,0.00
6385,0.00
6395,0.00
6405,0.00
6415,0.00
6425,0.00
6435,0.00
6445,0.00
6455,0.00
6465,0.00
6475,0.00
6486,0.00
6496,0.00
6506,0.00
6516,0.00
6526,0.00
6536,0.00
6546,0.00
6556,0.00
6566,0.00
6576,0.00
6586,0.00
6596,0.00
6606,0.00
6616,0.00
6626,0.00
6636,0.00
6646,0.00
6656,0.00
6666,0.00
6676,0.00
6686,0.00
6696,0.00
6706,0.00
6716,0.00
6726,0.00
6736,0.00
6746,0.00
6756,0.00
6766,0.00
6776,0.00
6786,0.00
6796,0.00
6806,0.00
6816,0.00
6827,0.00
6837,0.00
6847,0.00
6857,0.00
6867,0.00
6877,0.00
6887,0.00
6897,0.00
6907,0.00
6917,0.00
6927,0.00
6937,0.00
6947,0.00
6957,0.00
6967,0.00
6977,0.00
6987,0.00
6998,0.00
7008,0.00
7018,0.00
7028,0.00
7038,0.00
7048,0.00
7058,0.00
7068,0.00
7078,0.00
7088,0.00
7098,0.00
7108,0.00
7118,0.00
7128,0.00
7138,0.00
7148,0.00
7158,0.00
7168,0.00
7178,0.00
7188,0.00
7198,0.00
7208,0.00
7218,0.00
7228,0.00
7238,0.00
7248,0.00
7258,0.00
7268,0.00
7278,0.00
7288,0.00
7298,0.00
7308,0.00
7318,0.00
7328,0.00
7339,0.00
7349,0.00
7359,0.00
7369,0.00
7379,0.00
7389,0.00
7399,0.00
7409,0.00
7419,0.00
7429,0.00
7439,0.00
7449,0.00
7459,0.00
7469,0.00
7479,0.00
7489,0.00
7499,0.00
7510,0.00
7520,0.00
7530,0.00
7540,0.00
7550,0.00
7560,0.00
7570,0.00
7580,0.00
7590,0.00
7600,0.00
7610,0.00
7620,0.00
7630,0.00
7640,0.00
7650,0.00
7660,0.00
7670,0.00
